,transaction_id,card_id,transaction_date,transaction_time,payment_method,full_price,forma_bandeira,forma_pagamento,bandeira
10603,17592019-04-1814:05:24,646,2019-04-18,14:05:24,Cartão,6.0,voucher - alelo,voucher,alelo
10604,17592019-04-1816:13:54,5201,2019-04-18,16:13:54,Cartão,2.2,debito - visa,debito,visa
10605,17592019-04-1911:44:26,0,2019-04-19,11:44:26,Dinheiro,4.75,voucher - alelo,voucher,alelo
10606,17592019-04-2514:16:47,5378,2019-04-25,14:16:47,Cartão,12.75,debito - visa,debito,visa
10607,17592019-04-2609:06:41,0,2019-04-26,09:06:41,Dinheiro,6.0,voucher - alelo,voucher,alelo
10608,17592019-04-2617:07:35,0,2019-04-26,17:07:35,Dinheiro,6.0,credito - visa,credito,visa
10609,17602019-04-0312:48:06,695,2019-04-03,12:48:06,Cartão,5.2,debito - mastercard,debito,mastercard
10610,17602019-04-0510:40:21,8087,2019-04-05,10:40:21,Cartão,11.0,debito - visa,debito,visa
10611,17602019-04-0512:53:51,5804,2019-04-05,12:53:51,Cartão,11.25,debito - mastercard,debito,mastercard
10612,17602019-04-1618:37:01,725,2019-04-16,18:37:01,Cartão,14.95,voucher - sodexo,voucher,sodexo
10613,17602019-04-1715:46:14,0,2019-04-17,15:46:14,Dinheiro,5.35,voucher - sodexo,voucher,sodexo
10614,17602019-04-1916:00:15,8460,2019-04-19,16:00:15,Cartão,16.0,voucher - ticket,voucher,ticket
10615,17602019-04-2416:38:48,5808,2019-04-24,16:38:48,Cartão,14.25,credito - visa,credito,visa
10616,17602019-04-2517:08:53,8082,2019-04-25,17:08:53,Cartão,3.75,credito - visa,credito,visa
10617,17602019-04-2908:24:15,0,2019-04-29,08:24:15,Dinheiro,3.75,debito - mastercard,debito,mastercard
10618,17612019-04-0217:19:03,8381,2019-04-02,17:19:03,Cartão,2.5,credito - visa,credito,visa
10619,17612019-04-0516:30:35,148,2019-04-05,16:30:35,Cartão,2.5,voucher - sodexo,voucher,sodexo
10620,17612019-04-0612:58:19,5255,2019-04-06,12:58:19,Cartão,3.75,credito - visa,credito,visa
10621,17612019-04-1516:30:44,0,2019-04-15,16:30:44,Dinheiro,11.95,debito - elo,debito,elo
10622,17612019-04-1519:44:04,0,2019-04-15,19:44:04,Dinheiro,7.0,credito - mastercard,credito,mastercard
10623,17612019-04-1916:34:16,5703,2019-04-19,16:34:16,Cartão,3.75,voucher - alelo,voucher,alelo
10624,17612019-04-1919:44:04,0,2019-04-19,19:44:04,Dinheiro,7.0,debito - visa,debito,visa
10625,17612019-04-2311:32:27,5293,2019-04-23,11:32:27,Cartão,5.1,credito - visa,credito,visa
10626,17612019-04-2614:52:06,0,2019-04-26,14:52:06,Dinheiro,7.5,debito - elo,debito,elo
10627,17612019-04-2807:34:06,0,2019-04-28,07:34:06,Dinheiro,4.75,debito - visa,debito,visa
10628,1762019-04-0212:02:45,796,2019-04-02,12:02:45,Cartão,3.0,voucher - vr,voucher,vr
10629,1762019-04-0410:13:38,8412,2019-04-04,10:13:38,Cartão,4.0,debito - elo,debito,elo
10630,1762019-04-0414:32:42,5624,2019-04-04,14:32:42,Cartão,9.25,debito - visa,debito,visa
10631,1762019-04-0615:19:02,180,2019-04-06,15:19:02,Cartão,2.45,debito - elo,debito,elo
10632,1762019-04-0707:25:41,0,2019-04-07,07:25:41,Dinheiro,9.3,debito - elo,debito,elo
10633,1762019-04-0710:22:57,0,2019-04-07,10:22:57,Dinheiro,2.5,credito - visa,credito,visa
10634,1762019-04-0717:39:56,684,2019-04-07,17:39:56,Cartão,9.5,credito - elo,credito,elo
10635,1762019-04-0809:13:20,0,2019-04-08,09:13:20,Dinheiro,9.5,credito - visa,credito,visa
10636,1762019-04-0810:40:23,5021,2019-04-08,10:40:23,Cartão,5.0,voucher - alelo,voucher,alelo
10637,1762019-04-0811:23:19,219,2019-04-08,11:23:19,Cartão,3.0,voucher - ticket,voucher,ticket
10638,1762019-04-0907:10:44,163,2019-04-09,07:10:44,Cartão,4.5,voucher - vr,voucher,vr
10639,1762019-04-0908:33:55,5057,2019-04-09,08:33:55,Cartão,6.0,credito - elo,credito,elo
10640,1762019-04-0909:22:27,0,2019-04-09,09:22:27,Dinheiro,7.5,credito - mastercard,credito,mastercard
10641,1762019-04-1007:43:38,5753,2019-04-10,07:43:38,Cartão,2.2,voucher - vr,voucher,vr
10642,1762019-04-1009:27:54,0,2019-04-10,09:27:54,Dinheiro,6.2,credito - elo,credito,elo
10643,1762019-04-1010:27:23,0,2019-04-10,10:27:23,Dinheiro,6.0,voucher - alelo,voucher,alelo
10644,1762019-04-1107:10:52,5611,2019-04-11,07:10:52,Cartão,4.9,voucher - sodexo,voucher,sodexo
10645,1762019-04-1108:49:13,8249,2019-04-11,08:49:13,Cartão,7.5,debito - mastercard,debito,mastercard
10646,1762019-04-1110:04:24,711,2019-04-11,10:04:24,Cartão,5.0,voucher - sodexo,voucher,sodexo
10647,1762019-04-1209:21:31,0,2019-04-12,09:21:31,Dinheiro,5.0,debito - mastercard,debito,mastercard
10648,1762019-04-1209:29:22,0,2019-04-12,09:29:22,Dinheiro,7.0,voucher - vr,voucher,vr
10649,1762019-04-1210:24:01,8186,2019-04-12,10:24:01,Cartão,6.5,voucher - sodexo,voucher,sodexo
10650,1762019-04-1308:29:37,0,2019-04-13,08:29:37,Dinheiro,4.0,debito - elo,debito,elo
10651,1762019-04-1309:53:22,0,2019-04-13,09:53:22,Dinheiro,8.25,voucher - ticket,voucher,ticket
10652,1762019-04-1310:08:29,8410,2019-04-13,10:08:29,Cartão,7.5,credito - mastercard,credito,mastercard
10653,1762019-04-1408:16:31,0,2019-04-14,08:16:31,Dinheiro,6.0,voucher - sodexo,voucher,sodexo
10654,1762019-04-1408:17:51,401,2019-04-14,08:17:51,Cartão,3.0,credito - mastercard,credito,mastercard
10655,1762019-04-1409:12:33,0,2019-04-14,09:12:33,Dinheiro,3.0,voucher - sodexo,voucher,sodexo
10656,1762019-04-1609:58:48,0,2019-04-16,09:58:48,Dinheiro,2.5,voucher - vr,voucher,vr
10657,1762019-04-1711:13:41,0,2019-04-17,11:13:41,Dinheiro,6.5,voucher - sodexo,voucher,sodexo
10658,1762019-04-1909:50:31,5847,2019-04-19,09:50:31,Cartão,5.0,credito - mastercard,credito,mastercard
10659,1762019-04-2007:32:39,0,2019-04-20,07:32:39,Dinheiro,2.2,voucher - alelo,voucher,alelo
10660,1762019-04-2108:17:51,401,2019-04-21,08:17:51,Cartão,3.0,debito - visa,debito,visa
10661,1762019-04-2108:36:12,0,2019-04-21,08:36:12,Dinheiro,9.5,credito - elo,credito,elo
10662,1762019-04-2109:47:55,0,2019-04-21,09:47:55,Dinheiro,3.5,credito - mastercard,credito,mastercard
10663,1762019-04-2306:06:26,0,2019-04-23,06:06:26,Dinheiro,3.5,voucher - ticket,voucher,ticket
10664,1762019-04-2606:37:53,8295,2019-04-26,06:37:53,Cartão,3.25,voucher - sodexo,voucher,sodexo
10665,1762019-04-2709:59:40,0,2019-04-27,09:59:40,Dinheiro,3.0,credito - elo,credito,elo
10666,1762019-04-2710:51:19,0,2019-04-27,10:51:19,Dinheiro,13.5,debito - mastercard,debito,mastercard
10667,1762019-04-2809:28:49,482,2019-04-28,09:28:49,Cartão,9.25,credito - visa,credito,visa
10668,1762019-04-2809:48:18,8382,2019-04-28,09:48:18,Cartão,6.0,debito - mastercard,debito,mastercard
10669,1762019-04-2812:55:47,5492,2019-04-28,12:55:47,Cartão,6.0,debito - mastercard,debito,mastercard
10670,17622019-04-0114:06:12,8406,2019-04-01,14:06:12,Cartão,10.5,voucher - sodexo,voucher,sodexo
10671,17622019-04-0315:21:14,113,2019-04-03,15:21:14,Cartão,5.0,voucher - alelo,voucher,alelo
10672,17622019-04-0517:08:45,5114,2019-04-05,17:08:45,Cartão,2.55,debito - visa,debito,visa
10673,17622019-04-1612:02:53,0,2019-04-16,12:02:53,Dinheiro,3.75,voucher - vr,voucher,vr
10674,17622019-04-1812:25:01,0,2019-04-18,12:25:01,Dinheiro,6.8,credito - visa,credito,visa
10675,17622019-04-1814:28:42,0,2019-04-18,14:28:42,Dinheiro,5.0,voucher - vr,voucher,vr
10676,17622019-04-2217:31:33,5312,2019-04-22,17:31:33,Cartão,3.8,credito - elo,credito,elo
10677,17622019-04-2219:33:01,0,2019-04-22,19:33:01,Dinheiro,3.1,debito - elo,debito,elo
10678,17622019-04-2319:04:00,398,2019-04-23,19:04:00,Cartão,5.0,credito - elo,credito,elo
10679,17632019-04-0314:00:17,87,2019-04-03,14:00:17,Cartão,6.0,credito - elo,credito,elo
10680,17632019-04-0316:00:44,5116,2019-04-03,16:00:44,Cartão,3.0,credito - mastercard,credito,mastercard
10681,17632019-04-0412:15:32,8303,2019-04-04,12:15:32,Cartão,3.75,voucher - vr,voucher,vr
10682,17632019-04-1518:41:55,0,2019-04-15,18:41:55,Dinheiro,4.0,debito - visa,debito,visa
10683,17632019-04-1815:18:40,0,2019-04-18,15:18:40,Dinheiro,6.5,voucher - vr,voucher,vr
10684,17632019-04-1817:23:54,0,2019-04-18,17:23:54,Dinheiro,9.0,voucher - alelo,voucher,alelo
10685,17632019-04-2319:07:13,0,2019-04-23,19:07:13,Dinheiro,4.0,credito - visa,credito,visa
10686,17632019-04-2414:26:40,5695,2019-04-24,14:26:40,Cartão,6.0,debito - mastercard,debito,mastercard
10687,17632019-04-2517:43:56,0,2019-04-25,17:43:56,Dinheiro,6.0,debito - elo,debito,elo
10688,17642019-04-0211:04:13,629,2019-04-02,11:04:13,Cartão,2.55,debito - visa,debito,visa
10689,17642019-04-0318:22:09,8494,2019-04-03,18:22:09,Cartão,6.0,credito - elo,credito,elo
10690,17642019-04-0510:36:55,5476,2019-04-05,10:36:55,Cartão,6.0,debito - elo,debito,elo
10691,17642019-04-1613:07:03,0,2019-04-16,13:07:03,Dinheiro,7.0,voucher - sodexo,voucher,sodexo
10692,17642019-04-1712:04:52,0,2019-04-17,12:04:52,Dinheiro,9.0,credito - mastercard,credito,mastercard
10693,17642019-04-1815:25:20,0,2019-04-18,15:25:20,Dinheiro,6.0,voucher - vr,voucher,vr
10694,17642019-04-2409:43:07,0,2019-04-24,09:43:07,Dinheiro,2.0,voucher - alelo,voucher,alelo
10695,17642019-04-2418:38:46,8065,2019-04-24,18:38:46,Cartão,3.75,credito - mastercard,credito,mastercard
10696,17642019-04-2517:10:28,0,2019-04-25,17:10:28,Dinheiro,10.5,voucher - ticket,voucher,ticket
10697,17652019-04-0110:11:18,8418,2019-04-01,10:11:18,Cartão,5.0,voucher - sodexo,voucher,sodexo
10698,17652019-04-0507:45:17,5535,2019-04-05,07:45:17,Cartão,4.25,debito - visa,debito,visa
10699,17652019-04-0519:41:11,39,2019-04-05,19:41:11,Cartão,3.0,credito - visa,credito,visa
10700,17652019-04-1512:24:33,5731,2019-04-15,12:24:33,Cartão,2.5,credito - mastercard,credito,mastercard
10701,17652019-04-1611:48:30,0,2019-04-16,11:48:30,Dinheiro,20.33,credito - elo,credito,elo
10702,17652019-04-1818:20:11,8188,2019-04-18,18:20:11,Cartão,24.0,voucher - vr,voucher,vr
10703,17652019-04-2213:44:44,0,2019-04-22,13:44:44,Dinheiro,3.25,voucher - sodexo,voucher,sodexo
10704,17652019-04-2215:23:48,364,2019-04-22,15:23:48,Cartão,5.0,debito - visa,debito,visa
10705,17652019-04-2217:02:30,0,2019-04-22,17:02:30,Dinheiro,13.85,voucher - sodexo,voucher,sodexo
10706,17662019-04-0110:31:15,5291,2019-04-01,10:31:15,Cartão,3.0,credito - elo,credito,elo
10707,17662019-04-0217:39:44,8353,2019-04-02,17:39:44,Cartão,7.5,debito - elo,debito,elo
10708,17662019-04-0219:31:11,31,2019-04-02,19:31:11,Cartão,6.0,debito - mastercard,debito,mastercard
10709,17662019-04-1612:07:07,0,2019-04-16,12:07:07,Dinheiro,2.5,credito - mastercard,credito,mastercard
10710,17662019-04-1615:48:29,0,2019-04-16,15:48:29,Dinheiro,3.0,voucher - alelo,voucher,alelo
10711,17662019-04-1715:30:20,0,2019-04-17,15:30:20,Dinheiro,4.0,debito - visa,debito,visa
10712,17662019-04-2411:43:31,0,2019-04-24,11:43:31,Dinheiro,3.0,debito - mastercard,debito,mastercard
10713,17662019-04-2617:05:59,8382,2019-04-26,17:05:59,Cartão,5.0,voucher - ticket,voucher,ticket
10714,17662019-04-2908:44:09,0,2019-04-29,08:44:09,Dinheiro,2.5,voucher - sodexo,voucher,sodexo
10715,17672019-04-0212:15:19,5313,2019-04-02,12:15:19,Cartão,5.0,debito - visa,debito,visa
10716,17672019-04-0409:55:36,8392,2019-04-04,09:55:36,Cartão,5.0,credito - visa,credito,visa
10717,17672019-04-0418:27:06,778,2019-04-04,18:27:06,Cartão,5.1,debito - visa,debito,visa
10718,17672019-04-1614:27:05,0,2019-04-16,14:27:05,Dinheiro,6.0,credito - elo,credito,elo
10719,17672019-04-1619:33:04,0,2019-04-16,19:33:04,Dinheiro,12.5,debito - visa,debito,visa
10720,17672019-04-1918:58:05,0,2019-04-19,18:58:05,Dinheiro,6.2,credito - mastercard,credito,mastercard
10721,17672019-04-2218:08:02,0,2019-04-22,18:08:02,Dinheiro,2.5,debito - visa,debito,visa
10722,17672019-04-2517:14:48,5327,2019-04-25,17:14:48,Cartão,6.0,voucher - ticket,voucher,ticket
10723,17672019-04-2617:48:26,8419,2019-04-26,17:48:26,Cartão,5.0,debito - mastercard,debito,mastercard
10724,17682019-04-0117:41:25,174,2019-04-01,17:41:25,Cartão,11.5,voucher - alelo,voucher,alelo
10725,17682019-04-0119:22:39,8061,2019-04-01,19:22:39,Cartão,3.75,debito - elo,debito,elo
10726,17682019-04-0507:23:30,5265,2019-04-05,07:23:30,Cartão,6.0,credito - mastercard,credito,mastercard
10727,17682019-04-1716:18:38,0,2019-04-17,16:18:38,Dinheiro,6.0,voucher - alelo,voucher,alelo
10728,17682019-04-1812:57:37,0,2019-04-18,12:57:37,Dinheiro,6.0,credito - elo,credito,elo
10729,17682019-04-1817:13:22,0,2019-04-18,17:13:22,Dinheiro,2.5,voucher - vr,voucher,vr
10730,17682019-04-2411:31:21,0,2019-04-24,11:31:21,Dinheiro,16.0,debito - visa,debito,visa
10731,17682019-04-2612:30:05,8174,2019-04-26,12:30:05,Cartão,2.5,credito - visa,credito,visa
10732,17682019-04-2615:09:55,0,2019-04-26,15:09:55,Dinheiro,3.0,debito - visa,debito,visa
10733,17692019-04-0411:46:44,8078,2019-04-04,11:46:44,Cartão,2.5,credito - elo,credito,elo
10734,17692019-04-0519:31:44,46,2019-04-05,19:31:44,Cartão,7.5,credito - elo,credito,elo
10735,17692019-04-0611:01:35,5445,2019-04-06,11:01:35,Cartão,6.75,voucher - vr,voucher,vr
10736,17692019-04-1614:19:55,0,2019-04-16,14:19:55,Dinheiro,5.35,credito - elo,credito,elo
10737,17692019-04-1716:19:36,496,2019-04-17,16:19:36,Cartão,2.55,debito - visa,debito,visa
10738,17692019-04-1816:18:18,0,2019-04-18,16:18:18,Dinheiro,5.75,voucher - vr,voucher,vr
10739,17692019-04-2414:58:54,0,2019-04-24,14:58:54,Dinheiro,2.5,credito - visa,credito,visa
10740,17692019-04-2612:43:08,8098,2019-04-26,12:43:08,Cartão,3.0,voucher - vr,voucher,vr
10741,17692019-04-2713:11:20,468,2019-04-27,13:11:20,Cartão,6.0,credito - visa,credito,visa
10742,17702019-04-0308:50:21,8278,2019-04-03,08:50:21,Cartão,5.0,credito - mastercard,credito,mastercard
10743,17702019-04-0311:42:51,5317,2019-04-03,11:42:51,Cartão,2.5,voucher - ticket,voucher,ticket
10744,17702019-04-0415:31:59,702,2019-04-04,15:31:59,Cartão,3.0,voucher - sodexo,voucher,sodexo
10745,17702019-04-1614:10:25,0,2019-04-16,14:10:25,Dinheiro,3.0,voucher - ticket,voucher,ticket
10746,17702019-04-1615:28:10,5831,2019-04-16,15:28:10,Cartão,6.0,debito - visa,debito,visa
10747,17702019-04-1813:03:44,0,2019-04-18,13:03:44,Dinheiro,7.0,voucher - ticket,voucher,ticket
10748,17702019-04-2307:37:26,0,2019-04-23,07:37:26,Dinheiro,7.0,debito - visa,debito,visa
10749,17702019-04-2415:48:04,0,2019-04-24,15:48:04,Dinheiro,2.5,credito - mastercard,credito,mastercard
10750,17702019-04-2619:09:09,8126,2019-04-26,19:09:09,Cartão,3.0,voucher - sodexo,voucher,sodexo
10751,17712019-04-0115:21:53,651,2019-04-01,15:21:53,Cartão,7.0,voucher - vr,voucher,vr
10752,17712019-04-0613:02:03,8197,2019-04-06,13:02:03,Cartão,10.75,credito - visa,credito,visa
10753,17712019-04-0617:57:35,5004,2019-04-06,17:57:35,Cartão,3.0,debito - elo,debito,elo
10754,17712019-04-1518:22:07,0,2019-04-15,18:22:07,Dinheiro,27.5,voucher - sodexo,voucher,sodexo
10755,17712019-04-1714:43:31,0,2019-04-17,14:43:31,Dinheiro,6.25,credito - elo,credito,elo
10756,17712019-04-1813:57:10,5747,2019-04-18,13:57:10,Cartão,7.0,voucher - alelo,voucher,alelo
10757,17712019-04-2214:34:54,0,2019-04-22,14:34:54,Dinheiro,2.55,voucher - vr,voucher,vr
10758,17712019-04-2516:01:06,0,2019-04-25,16:01:06,Dinheiro,9.0,debito - mastercard,debito,mastercard
10759,17712019-04-2813:35:31,180,2019-04-28,13:35:31,Cartão,6.0,debito - elo,debito,elo
10760,1772019-04-0109:14:17,8118,2019-04-01,09:14:17,Cartão,2.5,debito - mastercard,debito,mastercard
10761,1772019-04-0219:31:36,96,2019-04-02,19:31:36,Cartão,6.2,voucher - ticket,voucher,ticket
10762,1772019-04-0508:19:41,5352,2019-04-05,08:19:41,Cartão,5.5,credito - mastercard,credito,mastercard
10763,1772019-04-0615:47:18,84,2019-04-06,15:47:18,Cartão,8.5,debito - elo,debito,elo
10764,1772019-04-0707:23:01,5077,2019-04-07,07:23:01,Cartão,6.25,debito - mastercard,debito,mastercard
10765,1772019-04-0709:22:44,0,2019-04-07,09:22:44,Dinheiro,5.0,voucher - ticket,voucher,ticket
10766,1772019-04-0715:09:16,598,2019-04-07,15:09:16,Cartão,3.1,voucher - sodexo,voucher,sodexo
10767,1772019-04-0807:51:34,0,2019-04-08,07:51:34,Dinheiro,7.25,voucher - ticket,voucher,ticket
10768,1772019-04-0808:31:36,5773,2019-04-08,08:31:36,Cartão,4.0,voucher - ticket,voucher,ticket
10769,1772019-04-0814:59:58,0,2019-04-08,14:59:58,Dinheiro,3.1,voucher - vr,voucher,vr
10770,1772019-04-0908:47:33,0,2019-04-09,08:47:33,Dinheiro,2.5,debito - visa,debito,visa
10771,1772019-04-0909:28:25,15,2019-04-09,09:28:25,Cartão,6.0,credito - mastercard,credito,mastercard
10772,1772019-04-0910:58:36,5057,2019-04-09,10:58:36,Cartão,3.0,voucher - sodexo,voucher,sodexo
10773,1772019-04-1006:17:07,5810,2019-04-10,06:17:07,Cartão,6.2,voucher - sodexo,voucher,sodexo
10774,1772019-04-1007:05:20,8279,2019-04-10,07:05:20,Cartão,3.0,voucher - alelo,voucher,alelo
10775,1772019-04-1010:02:54,329,2019-04-10,10:02:54,Cartão,6.0,credito - elo,credito,elo
10776,1772019-04-1108:28:19,5039,2019-04-11,08:28:19,Cartão,27.75,debito - visa,debito,visa
10777,1772019-04-1110:01:14,0,2019-04-11,10:01:14,Dinheiro,4.0,credito - visa,credito,visa
10778,1772019-04-1111:14:26,0,2019-04-11,11:14:26,Dinheiro,10.75,voucher - sodexo,voucher,sodexo
10779,1772019-04-1206:23:13,5310,2019-04-12,06:23:13,Cartão,6.0,voucher - ticket,voucher,ticket
10780,1772019-04-1209:45:38,8208,2019-04-12,09:45:38,Cartão,3.75,debito - visa,debito,visa
10781,1772019-04-1210:20:51,431,2019-04-12,10:20:51,Cartão,3.25,debito - visa,debito,visa
10782,1772019-04-1307:01:10,480,2019-04-13,07:01:10,Cartão,5.0,credito - visa,credito,visa
10783,1772019-04-1310:35:16,8003,2019-04-13,10:35:16,Cartão,6.8,voucher - ticket,voucher,ticket
10784,1772019-04-1310:53:03,0,2019-04-13,10:53:03,Dinheiro,6.0,credito - mastercard,credito,mastercard
10785,1772019-04-1407:01:17,0,2019-04-14,07:01:17,Dinheiro,5.35,debito - visa,debito,visa
10786,1772019-04-1408:44:21,0,2019-04-14,08:44:21,Dinheiro,6.0,debito - visa,debito,visa
10787,1772019-04-1410:02:20,0,2019-04-14,10:02:20,Dinheiro,8.25,credito - mastercard,credito,mastercard
10788,1772019-04-1510:35:13,0,2019-04-15,10:35:13,Dinheiro,12.5,voucher - alelo,voucher,alelo
10789,1772019-04-1710:41:11,0,2019-04-17,10:41:11,Dinheiro,368.6,credito - elo,credito,elo
10790,1772019-04-1807:32:50,0,2019-04-18,07:32:50,Dinheiro,12.35,debito - elo,debito,elo
10791,1772019-04-2009:29:37,391,2019-04-20,09:29:37,Cartão,6.5,credito - mastercard,credito,mastercard
10792,1772019-04-2010:47:59,5667,2019-04-20,10:47:59,Cartão,13.85,voucher - ticket,voucher,ticket
10793,1772019-04-2108:40:48,0,2019-04-21,08:40:48,Dinheiro,5.0,voucher - ticket,voucher,ticket
10794,1772019-04-2108:44:21,0,2019-04-21,08:44:21,Dinheiro,6.0,debito - mastercard,debito,mastercard
10795,1772019-04-2208:07:11,8331,2019-04-22,08:07:11,Cartão,3.75,credito - visa,credito,visa
10796,1772019-04-2307:02:21,65,2019-04-23,07:02:21,Cartão,6.0,voucher - vr,voucher,vr
10797,1772019-04-2507:30:34,0,2019-04-25,07:30:34,Dinheiro,4.0,debito - mastercard,debito,mastercard
10798,1772019-04-2707:37:27,0,2019-04-27,07:37:27,Dinheiro,6.0,credito - visa,credito,visa
10799,1772019-04-2710:39:25,8408,2019-04-27,10:39:25,Cartão,2.5,debito - mastercard,debito,mastercard
10800,1772019-04-2809:30:26,0,2019-04-28,09:30:26,Dinheiro,6.25,voucher - alelo,voucher,alelo
10801,1772019-04-2911:40:31,5363,2019-04-29,11:40:31,Cartão,6.0,credito - elo,credito,elo
10802,17722019-04-0111:39:14,5226,2019-04-01,11:39:14,Cartão,7.5,voucher - alelo,voucher,alelo
10803,17722019-04-0212:28:59,8353,2019-04-02,12:28:59,Cartão,6.2,voucher - vr,voucher,vr
10804,17722019-04-0316:19:34,588,2019-04-03,16:19:34,Cartão,5.0,voucher - alelo,voucher,alelo
10805,17722019-04-1513:47:54,0,2019-04-15,13:47:54,Dinheiro,3.0,voucher - alelo,voucher,alelo
10806,17722019-04-1613:51:22,0,2019-04-16,13:51:22,Dinheiro,7.25,debito - elo,debito,elo
10807,17722019-04-1818:11:26,0,2019-04-18,18:11:26,Dinheiro,2.0,debito - elo,debito,elo
10808,17722019-04-2214:54:26,0,2019-04-22,14:54:26,Dinheiro,3.5,credito - mastercard,credito,mastercard
10809,17722019-04-2516:46:52,0,2019-04-25,16:46:52,Dinheiro,22.85,credito - mastercard,credito,mastercard
10810,17722019-04-2517:42:50,516,2019-04-25,17:42:50,Cartão,4.9,debito - visa,debito,visa
10811,17732019-04-0114:41:07,8306,2019-04-01,14:41:07,Cartão,6.0,credito - mastercard,credito,mastercard
10812,17732019-04-0119:40:09,305,2019-04-01,19:40:09,Cartão,5.0,debito - visa,debito,visa
10813,17732019-04-0310:53:02,5519,2019-04-03,10:53:02,Cartão,4.25,credito - elo,credito,elo
10814,17732019-04-1613:35:30,0,2019-04-16,13:35:30,Dinheiro,15.6,debito - mastercard,debito,mastercard
10815,17732019-04-1614:18:38,0,2019-04-16,14:18:38,Dinheiro,4.5,debito - elo,debito,elo
10816,17732019-04-1811:39:34,0,2019-04-18,11:39:34,Dinheiro,2.5,debito - elo,debito,elo
10817,17732019-04-2213:16:45,0,2019-04-22,13:16:45,Dinheiro,3.1,voucher - sodexo,voucher,sodexo
10818,17732019-04-2517:40:16,8101,2019-04-25,17:40:16,Cartão,3.75,credito - mastercard,credito,mastercard
10819,17732019-04-2615:13:29,0,2019-04-26,15:13:29,Dinheiro,6.0,voucher - sodexo,voucher,sodexo
10820,17742019-04-0115:26:45,5283,2019-04-01,15:26:45,Cartão,5.0,credito - mastercard,credito,mastercard
10821,17742019-04-0117:26:34,8437,2019-04-01,17:26:34,Cartão,2.2,credito - visa,credito,visa
10822,17742019-04-0211:25:18,417,2019-04-02,11:25:18,Cartão,5.0,credito - mastercard,credito,mastercard
10823,17742019-04-1616:55:51,0,2019-04-16,16:55:51,Dinheiro,4.9,debito - visa,debito,visa
10824,17742019-04-1812:08:45,0,2019-04-18,12:08:45,Dinheiro,4.75,credito - mastercard,credito,mastercard
10825,17742019-04-1815:31:25,0,2019-04-18,15:31:25,Dinheiro,3.0,credito - mastercard,credito,mastercard
10826,17742019-04-2219:32:39,0,2019-04-22,19:32:39,Dinheiro,3.75,credito - elo,credito,elo
10827,17742019-04-2614:45:16,0,2019-04-26,14:45:16,Dinheiro,9.0,voucher - alelo,voucher,alelo
10828,17742019-04-2717:44:31,0,2019-04-27,17:44:31,Dinheiro,6.0,debito - mastercard,debito,mastercard
10829,17752019-04-0117:59:44,8440,2019-04-01,17:59:44,Cartão,9.5,voucher - sodexo,voucher,sodexo
10830,17752019-04-0213:37:00,308,2019-04-02,13:37:00,Cartão,2.45,voucher - vr,voucher,vr
10831,17752019-04-0214:57:52,5733,2019-04-02,14:57:52,Cartão,3.75,credito - visa,credito,visa
10832,17752019-04-1515:04:06,8235,2019-04-15,15:04:06,Cartão,5.0,voucher - sodexo,voucher,sodexo
10833,17752019-04-1516:23:21,0,2019-04-15,16:23:21,Dinheiro,5.35,debito - elo,debito,elo
10834,17752019-04-1811:42:28,0,2019-04-18,11:42:28,Dinheiro,10.75,credito - visa,credito,visa
10835,17752019-04-2415:49:35,0,2019-04-24,15:49:35,Dinheiro,7.5,voucher - alelo,voucher,alelo
10836,17752019-04-2417:43:10,0,2019-04-24,17:43:10,Dinheiro,7.5,credito - visa,credito,visa
10837,17752019-04-2616:25:18,8243,2019-04-26,16:25:18,Cartão,3.5,voucher - sodexo,voucher,sodexo
10838,17762019-04-0215:44:59,74,2019-04-02,15:44:59,Cartão,5.0,credito - elo,credito,elo
10839,17762019-04-0317:15:25,5226,2019-04-03,17:15:25,Cartão,2.55,debito - mastercard,debito,mastercard
10840,17762019-04-0510:33:53,8215,2019-04-05,10:33:53,Cartão,6.0,voucher - sodexo,voucher,sodexo
10841,17762019-04-1511:29:29,0,2019-04-15,11:29:29,Dinheiro,6.2,voucher - sodexo,voucher,sodexo
10842,17762019-04-1619:55:41,0,2019-04-16,19:55:41,Dinheiro,3.5,voucher - sodexo,voucher,sodexo
10843,17762019-04-1911:29:29,0,2019-04-19,11:29:29,Dinheiro,6.2,voucher - alelo,voucher,alelo
10844,17762019-04-1912:30:45,5674,2019-04-19,12:30:45,Cartão,9.1,voucher - ticket,voucher,ticket
10845,17762019-04-2312:29:44,5452,2019-04-23,12:29:44,Cartão,5.0,credito - visa,credito,visa
10846,17762019-04-2511:34:12,0,2019-04-25,11:34:12,Dinheiro,2.5,debito - elo,debito,elo
10847,17762019-04-2614:03:49,0,2019-04-26,14:03:49,Dinheiro,5.0,voucher - alelo,voucher,alelo
10848,17772019-04-0111:21:00,8298,2019-04-01,11:21:00,Cartão,5.0,credito - visa,credito,visa
10849,17772019-04-0307:10:25,5692,2019-04-03,07:10:25,Cartão,5.75,voucher - ticket,voucher,ticket
10850,17772019-04-0413:51:44,159,2019-04-04,13:51:44,Cartão,4.0,voucher - sodexo,voucher,sodexo
10851,17772019-04-1613:34:08,0,2019-04-16,13:34:08,Dinheiro,3.5,credito - visa,credito,visa
10852,17772019-04-1912:34:37,0,2019-04-19,12:34:37,Dinheiro,2.5,debito - visa,debito,visa
