transaction_id,card_id,transaction_date,transaction_time,payment_method,full_price,forma_pagamento,bandeira
1902019-04-0808:36:40,5359,2019-04-08,08:36:40,Cartão,3.0,debito,elo
1902019-04-0811:01:40,0,2019-04-08,11:01:40,Dinheiro,5.0,voucher,alelo
1902019-04-0815:50:08,598,2019-04-08,15:50:08,Cartão,14.0,credito,elo
1902019-04-0906:51:37,0,2019-04-09,06:51:37,Dinheiro,5.0,debito,mastercard
1902019-04-0909:16:29,0,2019-04-09,09:16:29,Dinheiro,15.75,credito,visa
1902019-04-0909:19:37,5835,2019-04-09,09:19:37,Cartão,2.5,credito,mastercard
1902019-04-1007:06:42,0,2019-04-10,07:06:42,Dinheiro,7.65,voucher,ticket
1902019-04-1009:40:28,8034,2019-04-10,09:40:28,Cartão,4.55,credito,visa
1902019-04-1010:00:37,0,2019-04-10,10:00:37,Dinheiro,7.5,voucher,alelo
1902019-04-1106:42:49,8081,2019-04-11,06:42:49,Cartão,2.5,credito,visa
1902019-04-1110:09:48,707,2019-04-11,10:09:48,Cartão,8.75,debito,mastercard
1902019-04-1110:23:44,5139,2019-04-11,10:23:44,Cartão,2.2,debito,elo
1902019-04-1208:46:25,0,2019-04-12,08:46:25,Dinheiro,3.0,credito,visa
1902019-04-1209:08:58,529,2019-04-12,09:08:58,Cartão,9.1,debito,mastercard
1902019-04-1209:10:51,0,2019-04-12,09:10:51,Dinheiro,5.0,credito,mastercard
1902019-04-1308:19:26,0,2019-04-13,08:19:26,Dinheiro,5.1,voucher,ticket
1902019-04-1309:42:36,0,2019-04-13,09:42:36,Dinheiro,2.5,voucher,alelo
1902019-04-1310:31:04,0,2019-04-13,10:31:04,Dinheiro,10.1,voucher,sodexo
1902019-04-1408:20:22,0,2019-04-14,08:20:22,Dinheiro,12.75,debito,mastercard
1902019-04-1409:00:41,0,2019-04-14,09:00:41,Dinheiro,8.25,debito,elo
1902019-04-1410:02:30,0,2019-04-14,10:02:30,Dinheiro,2.5,debito,mastercard
1902019-04-1507:54:31,0,2019-04-15,07:54:31,Dinheiro,13.25,voucher,sodexo
1902019-04-1609:10:53,5506,2019-04-16,09:10:53,Cartão,2.0,voucher,ticket
1902019-04-1810:19:12,0,2019-04-18,10:19:12,Dinheiro,3.0,voucher,sodexo
1902019-04-2007:36:12,5251,2019-04-20,07:36:12,Cartão,11.25,credito,mastercard
1902019-04-2009:17:56,0,2019-04-20,09:17:56,Dinheiro,6.0,credito,elo
1902019-04-2110:02:30,0,2019-04-21,10:02:30,Dinheiro,2.5,debito,visa
1902019-04-2110:54:06,0,2019-04-21,10:54:06,Dinheiro,5.0,debito,elo
1902019-04-2311:16:10,0,2019-04-23,11:16:10,Dinheiro,3.0,voucher,vr
1902019-04-2410:54:53,5308,2019-04-24,10:54:53,Cartão,12.05,credito,visa
1902019-04-2709:28:35,0,2019-04-27,09:28:35,Dinheiro,3.0,voucher,sodexo
1902019-04-2709:52:59,0,2019-04-27,09:52:59,Dinheiro,5.05,voucher,alelo
1902019-04-2718:13:40,0,2019-04-27,18:13:40,Dinheiro,2.45,voucher,vr
1902019-04-2908:49:20,5193,2019-04-29,08:49:20,Cartão,7.0,debito,mastercard
1902019-04-2909:01:02,0,2019-04-29,09:01:02,Dinheiro,6.0,credito,mastercard
19022019-04-0211:34:57,5885,2019-04-02,11:34:57,Cartão,3.0,debito,visa
19022019-04-0316:48:39,8228,2019-04-03,16:48:39,Cartão,3.75,voucher,vr
19022019-04-0414:28:13,28,2019-04-04,14:28:13,Cartão,3.0,credito,elo
19022019-04-1512:12:31,0,2019-04-15,12:12:31,Dinheiro,4.4,debito,visa
19022019-04-1512:58:21,5757,2019-04-15,12:58:21,Cartão,4.4,credito,mastercard
19022019-04-1711:34:10,0,2019-04-17,11:34:10,Dinheiro,2.5,debito,elo
19022019-04-1912:12:31,0,2019-04-19,12:12:31,Dinheiro,4.4,debito,elo
19022019-04-2416:13:07,0,2019-04-24,16:13:07,Dinheiro,5.0,credito,mastercard
19022019-04-2513:52:07,0,2019-04-25,13:52:07,Dinheiro,5.1,voucher,vr
19022019-04-2612:34:37,0,2019-04-26,12:34:37,Dinheiro,3.1,credito,visa
19032019-04-0118:10:23,696,2019-04-01,18:10:23,Cartão,3.0,debito,mastercard
19032019-04-0317:12:01,8480,2019-04-03,17:12:01,Cartão,3.75,voucher,ticket
19032019-04-0413:39:53,5393,2019-04-04,13:39:53,Cartão,6.5,credito,elo
19032019-04-1515:13:43,631,2019-04-15,15:13:43,Cartão,6.0,credito,visa
19032019-04-1913:13:47,8311,2019-04-19,13:13:47,Cartão,2.0,voucher,vr
19032019-04-1915:13:43,631,2019-04-19,15:13:43,Cartão,6.0,debito,elo
19032019-04-1916:05:39,0,2019-04-19,16:05:39,Dinheiro,6.5,voucher,alelo
19032019-04-2214:48:36,0,2019-04-22,14:48:36,Dinheiro,6.0,voucher,alelo
19032019-04-2514:11:48,0,2019-04-25,14:11:48,Dinheiro,2.45,voucher,sodexo
19032019-04-2515:12:52,0,2019-04-25,15:12:52,Dinheiro,3.1,voucher,sodexo
19042019-04-0319:26:37,8468,2019-04-03,19:26:37,Cartão,3.75,voucher,ticket
19042019-04-0416:53:58,735,2019-04-04,16:53:58,Cartão,6.0,voucher,vr
19042019-04-0512:32:55,5166,2019-04-05,12:32:55,Cartão,5.0,debito,mastercard
19042019-04-1616:53:56,0,2019-04-16,16:53:56,Dinheiro,4.55,debito,elo
19042019-04-1715:36:05,5481,2019-04-17,15:36:05,Cartão,7.6,debito,visa
19042019-04-1917:56:34,0,2019-04-19,17:56:34,Dinheiro,3.0,credito,elo
19042019-04-2314:22:22,0,2019-04-23,14:22:22,Dinheiro,3.5,credito,elo
19042019-04-2314:24:33,0,2019-04-23,14:24:33,Dinheiro,6.0,credito,mastercard
19042019-04-2617:23:08,0,2019-04-26,17:23:08,Dinheiro,6.0,voucher,sodexo
19052019-04-0119:53:10,781,2019-04-01,19:53:10,Cartão,3.1,credito,mastercard
19052019-04-0213:37:01,8040,2019-04-02,13:37:01,Cartão,2.5,debito,mastercard
19052019-04-0309:10:24,5571,2019-04-03,09:10:24,Cartão,2.45,voucher,alelo
19052019-04-1517:40:01,8043,2019-04-15,17:40:01,Cartão,9.5,voucher,vr
19052019-04-1812:53:56,0,2019-04-18,12:53:56,Dinheiro,16.95,debito,visa
19052019-04-1816:50:45,0,2019-04-18,16:50:45,Dinheiro,4.6,debito,mastercard
19052019-04-2211:41:13,0,2019-04-22,11:41:13,Dinheiro,2.5,credito,mastercard
19052019-04-2507:24:41,241,2019-04-25,07:24:41,Cartão,6.0,credito,visa
19052019-04-2613:20:52,0,2019-04-26,13:20:52,Dinheiro,9.0,voucher,vr
19062019-04-0319:39:25,254,2019-04-03,19:39:25,Cartão,8.0,credito,mastercard
19062019-04-0418:29:20,8311,2019-04-04,18:29:20,Cartão,6.0,debito,elo
19062019-04-0510:22:43,5039,2019-04-05,10:22:43,Cartão,2.5,voucher,vr
19062019-04-1511:57:57,0,2019-04-15,11:57:57,Dinheiro,6.25,credito,mastercard
19062019-04-1817:49:39,0,2019-04-18,17:49:39,Dinheiro,17.0,debito,elo
19062019-04-1918:17:26,0,2019-04-19,18:17:26,Dinheiro,5.0,voucher,ticket
19062019-04-2414:34:20,0,2019-04-24,14:34:20,Dinheiro,7.5,credito,mastercard
19062019-04-2414:53:32,0,2019-04-24,14:53:32,Dinheiro,5.0,voucher,sodexo
19062019-04-2713:18:10,0,2019-04-27,13:18:10,Dinheiro,5.0,voucher,vr
19072019-04-0309:18:30,8072,2019-04-03,09:18:30,Cartão,2.0,credito,mastercard
19072019-04-0316:53:10,78,2019-04-03,16:53:10,Cartão,7.0,debito,elo
19072019-04-0610:48:19,5462,2019-04-06,10:48:19,Cartão,6.0,voucher,vr
19072019-04-1812:41:05,8493,2019-04-18,12:41:05,Cartão,4.0,credito,mastercard
19072019-04-1815:12:18,0,2019-04-18,15:12:18,Dinheiro,4.9,voucher,alelo
19072019-04-1818:43:08,0,2019-04-18,18:43:08,Dinheiro,2.5,voucher,ticket
19072019-04-2318:13:31,8180,2019-04-23,18:13:31,Cartão,4.25,voucher,ticket
19072019-04-2518:15:23,5453,2019-04-25,18:15:23,Cartão,5.05,debito,elo
19072019-04-2609:18:06,0,2019-04-26,09:18:06,Dinheiro,11.0,debito,mastercard
19082019-04-0212:45:02,5896,2019-04-02,12:45:02,Cartão,3.0,credito,elo
19082019-04-0317:56:21,8,2019-04-03,17:56:21,Cartão,3.75,debito,visa
19082019-04-0517:30:20,8124,2019-04-05,17:30:20,Cartão,6.0,voucher,vr
19082019-04-1514:00:24,0,2019-04-15,14:00:24,Dinheiro,2.5,voucher,alelo
19082019-04-1619:42:54,449,2019-04-16,19:42:54,Cartão,4.4,voucher,vr
19082019-04-1914:14:42,0,2019-04-19,14:14:42,Dinheiro,5.35,credito,visa
19082019-04-2315:24:12,0,2019-04-23,15:24:12,Dinheiro,2.2,credito,mastercard
19082019-04-2414:18:52,0,2019-04-24,14:18:52,Dinheiro,5.0,credito,visa
19082019-04-2613:48:46,5759,2019-04-26,13:48:46,Cartão,8.05,voucher,sodexo
19092019-04-0218:29:07,26,2019-04-02,18:29:07,Cartão,3.0,credito,mastercard
19092019-04-0315:55:31,5935,2019-04-03,15:55:31,Cartão,3.0,credito,mastercard
19092019-04-0508:51:42,8216,2019-04-05,08:51:42,Cartão,3.75,credito,mastercard
19092019-04-1613:10:46,8479,2019-04-16,13:10:46,Cartão,3.0,credito,elo
19092019-04-1615:20:07,0,2019-04-16,15:20:07,Dinheiro,2.5,credito,elo
19092019-04-1713:43:36,0,2019-04-17,13:43:36,Dinheiro,6.0,debito,visa
19092019-04-2418:18:20,0,2019-04-24,18:18:20,Dinheiro,20.75,credito,mastercard
19092019-04-2419:02:05,8169,2019-04-24,19:02:05,Cartão,6.0,debito,visa
19092019-04-2613:21:20,0,2019-04-26,13:21:20,Dinheiro,3.1,credito,elo
19102019-04-0218:55:26,670,2019-04-02,18:55:26,Cartão,9.0,voucher,alelo
19102019-04-0513:26:23,8184,2019-04-05,13:26:23,Cartão,2.5,debito,elo
19102019-04-0516:12:38,5129,2019-04-05,16:12:38,Cartão,8.25,credito,visa
19102019-04-1617:15:46,0,2019-04-16,17:15:46,Dinheiro,7.5,credito,mastercard
19102019-04-1814:55:47,0,2019-04-18,14:55:47,Dinheiro,2.5,credito,mastercard
19102019-04-1818:51:59,0,2019-04-18,18:51:59,Dinheiro,3.75,voucher,ticket
19102019-04-2213:26:08,0,2019-04-22,13:26:08,Dinheiro,2.5,debito,visa
19102019-04-2311:10:42,5040,2019-04-23,11:10:42,Cartão,3.1,credito,elo
19102019-04-2419:17:40,714,2019-04-24,19:17:40,Cartão,5.0,debito,visa
19112019-04-0107:39:13,5231,2019-04-01,07:39:13,Cartão,4.25,debito,mastercard
19112019-04-0309:21:58,8424,2019-04-03,09:21:58,Cartão,3.0,credito,elo
19112019-04-0416:22:52,522,2019-04-04,16:22:52,Cartão,4.0,debito,elo
19112019-04-1713:39:25,0,2019-04-17,13:39:25,Dinheiro,2.5,debito,mastercard
19112019-04-1914:35:49,0,2019-04-19,14:35:49,Dinheiro,2.5,voucher,vr
19112019-04-1915:02:44,0,2019-04-19,15:02:44,Dinheiro,3.75,debito,mastercard
19112019-04-2312:59:40,0,2019-04-23,12:59:40,Dinheiro,14.25,voucher,ticket
19112019-04-2314:12:27,0,2019-04-23,14:12:27,Dinheiro,5.0,debito,visa
19112019-04-2719:30:57,0,2019-04-27,19:30:57,Dinheiro,4.0,voucher,ticket
1912019-04-0108:44:43,8236,2019-04-01,08:44:43,Cartão,6.0,debito,elo
1912019-04-0112:51:32,5923,2019-04-01,12:51:32,Cartão,7.5,voucher,ticket
1912019-04-0316:43:36,60,2019-04-03,16:43:36,Cartão,2.0,voucher,ticket
1912019-04-0612:19:11,42,2019-04-06,12:19:11,Cartão,6.0,voucher,vr
1912019-04-0707:07:29,619,2019-04-07,07:07:29,Cartão,9.75,voucher,alelo
1912019-04-0710:07:01,5604,2019-04-07,10:07:01,Cartão,3.0,voucher,alelo
1912019-04-0710:11:48,0,2019-04-07,10:11:48,Dinheiro,6.0,voucher,alelo
1912019-04-0809:24:16,0,2019-04-08,09:24:16,Dinheiro,6.5,debito,visa
1912019-04-0809:39:18,5376,2019-04-08,09:39:18,Cartão,4.5,debito,visa
1912019-04-0812:09:57,0,2019-04-08,12:09:57,Dinheiro,10.0,voucher,vr
1912019-04-0908:16:39,0,2019-04-09,08:16:39,Dinheiro,7.5,debito,visa
1912019-04-0910:26:40,0,2019-04-09,10:26:40,Dinheiro,3.0,voucher,vr
1912019-04-0911:08:48,8045,2019-04-09,11:08:48,Cartão,5.35,credito,visa
1912019-04-1008:52:12,0,2019-04-10,08:52:12,Dinheiro,5.0,voucher,alelo
1912019-04-1008:59:13,0,2019-04-10,08:59:13,Dinheiro,3.0,debito,mastercard
1912019-04-1010:58:54,0,2019-04-10,10:58:54,Dinheiro,2.2,credito,visa
1912019-04-1107:29:59,0,2019-04-11,07:29:59,Dinheiro,6.0,debito,mastercard
1912019-04-1108:20:16,683,2019-04-11,08:20:16,Cartão,3.5,credito,visa
1912019-04-1109:33:33,8249,2019-04-11,09:33:33,Cartão,3.75,voucher,ticket
1912019-04-1206:06:38,5766,2019-04-12,06:06:38,Cartão,9.1,credito,visa
1912019-04-1207:31:33,0,2019-04-12,07:31:33,Dinheiro,4.0,debito,mastercard
1912019-04-1208:37:21,0,2019-04-12,08:37:21,Dinheiro,2.5,debito,elo
1912019-04-1308:36:47,230,2019-04-13,08:36:47,Cartão,3.0,debito,elo
1912019-04-1308:38:12,8481,2019-04-13,08:38:12,Cartão,4.75,voucher,ticket
1912019-04-1310:24:06,5643,2019-04-13,10:24:06,Cartão,3.5,voucher,ticket
1912019-04-1407:08:41,0,2019-04-14,07:08:41,Dinheiro,7.0,voucher,sodexo
1912019-04-1409:05:20,603,2019-04-14,09:05:20,Cartão,3.5,voucher,ticket
1912019-04-1409:36:18,0,2019-04-14,09:36:18,Dinheiro,6.3,credito,visa
1912019-04-1708:16:41,5087,2019-04-17,08:16:41,Cartão,7.25,debito,elo
1912019-04-1809:49:12,0,2019-04-18,09:49:12,Dinheiro,3.0,voucher,ticket
1912019-04-1908:14:48,8279,2019-04-19,08:14:48,Cartão,3.0,debito,elo
1912019-04-2009:29:12,0,2019-04-20,09:29:12,Dinheiro,3.0,voucher,alelo
1912019-04-2010:23:32,0,2019-04-20,10:23:32,Dinheiro,9.3,voucher,ticket
1912019-04-2010:27:55,0,2019-04-20,10:27:55,Dinheiro,3.0,credito,mastercard
1912019-04-2109:05:20,603,2019-04-21,09:05:20,Cartão,3.5,voucher,alelo
1912019-04-2207:18:47,0,2019-04-22,07:18:47,Dinheiro,8.5,credito,elo
1912019-04-2510:51:53,0,2019-04-25,10:51:53,Dinheiro,5.25,voucher,vr
1912019-04-2610:04:24,0,2019-04-26,10:04:24,Dinheiro,2.5,debito,elo
1912019-04-2707:44:41,5655,2019-04-27,07:44:41,Cartão,7.0,debito,visa
1912019-04-2709:24:45,0,2019-04-27,09:24:45,Dinheiro,5.0,voucher,sodexo
1912019-04-2812:21:46,5799,2019-04-28,12:21:46,Cartão,9.5,debito,elo
1912019-04-2915:26:46,8097,2019-04-29,15:26:46,Cartão,3.0,debito,mastercard
19122019-04-0507:06:15,5894,2019-04-05,07:06:15,Cartão,3.0,voucher,sodexo
19122019-04-0516:09:38,474,2019-04-05,16:09:38,Cartão,6.0,credito,visa
19122019-04-0609:16:47,8331,2019-04-06,09:16:47,Cartão,2.2,voucher,vr
19122019-04-1517:12:46,0,2019-04-15,17:12:46,Dinheiro,5.0,voucher,sodexo
19122019-04-1814:18:48,0,2019-04-18,14:18:48,Dinheiro,7.5,debito,elo
19122019-04-1917:12:46,0,2019-04-19,17:12:46,Dinheiro,5.0,voucher,alelo
19122019-04-2218:05:48,0,2019-04-22,18:05:48,Dinheiro,7.5,credito,elo
19122019-04-2315:40:21,0,2019-04-23,15:40:21,Dinheiro,6.0,voucher,vr
19122019-04-2511:07:24,615,2019-04-25,11:07:24,Cartão,4.4,credito,mastercard
19132019-04-0319:54:32,8212,2019-04-03,19:54:32,Cartão,8.0,credito,mastercard
19132019-04-0518:09:26,573,2019-04-05,18:09:26,Cartão,6.0,credito,mastercard
19132019-04-0615:41:09,5493,2019-04-06,15:41:09,Cartão,3.5,debito,visa
19132019-04-1711:50:50,0,2019-04-17,11:50:50,Dinheiro,5.0,voucher,alelo
19132019-04-1816:11:52,0,2019-04-18,16:11:52,Dinheiro,3.5,debito,visa
19132019-04-1916:02:10,8402,2019-04-19,16:02:10,Cartão,6.0,voucher,ticket
19132019-04-2215:13:28,0,2019-04-22,15:13:28,Dinheiro,4.9,debito,visa
19132019-04-2619:50:34,0,2019-04-26,19:50:34,Dinheiro,3.5,credito,mastercard
19132019-04-2811:47:39,785,2019-04-28,11:47:39,Cartão,3.0,voucher,sodexo
19142019-04-0117:07:34,8412,2019-04-01,17:07:34,Cartão,5.0,credito,mastercard
19142019-04-0318:32:14,128,2019-04-03,18:32:14,Cartão,3.0,voucher,vr
19142019-04-0610:35:58,5140,2019-04-06,10:35:58,Cartão,5.0,voucher,vr
19142019-04-1519:31:32,33,2019-04-15,19:31:32,Cartão,6.2,voucher,alelo
19142019-04-1613:14:14,0,2019-04-16,13:14:14,Dinheiro,6.0,credito,visa
19142019-04-1918:24:08,0,2019-04-19,18:24:08,Dinheiro,10.1,credito,elo
19142019-04-1919:31:32,33,2019-04-19,19:31:32,Cartão,6.2,debito,visa
19142019-04-2215:48:29,0,2019-04-22,15:48:29,Dinheiro,3.5,debito,elo
19142019-04-2519:32:09,0,2019-04-25,19:32:09,Dinheiro,2.5,debito,elo
19142019-04-2611:11:52,0,2019-04-26,11:11:52,Dinheiro,13.55,voucher,vr
19152019-04-0108:56:14,5453,2019-04-01,08:56:14,Cartão,3.75,credito,mastercard
19152019-04-0508:46:08,8054,2019-04-05,08:46:08,Cartão,7.75,debito,mastercard
19152019-04-0516:59:53,538,2019-04-05,16:59:53,Cartão,6.0,voucher,ticket
19152019-04-1512:02:55,0,2019-04-15,12:02:55,Dinheiro,8.0,credito,elo
19152019-04-1711:46:21,5046,2019-04-17,11:46:21,Cartão,8.6,debito,elo
19152019-04-1713:43:59,0,2019-04-17,13:43:59,Dinheiro,17.1,voucher,ticket
19152019-04-2216:07:34,5309,2019-04-22,16:07:34,Cartão,7.35,credito,visa
19152019-04-2216:23:23,0,2019-04-22,16:23:23,Dinheiro,5.85,debito,elo
19152019-04-2513:11:32,656,2019-04-25,13:11:32,Cartão,6.0,voucher,alelo
19162019-04-0317:59:02,8427,2019-04-03,17:59:02,Cartão,11.25,debito,mastercard
19162019-04-0419:45:49,601,2019-04-04,19:45:49,Cartão,6.0,voucher,alelo
19162019-04-0614:20:34,5886,2019-04-06,14:20:34,Cartão,6.0,credito,visa
19162019-04-1516:38:39,0,2019-04-15,16:38:39,Dinheiro,3.8,debito,visa
19162019-04-1517:35:22,395,2019-04-15,17:35:22,Cartão,6.2,voucher,vr
19162019-04-1616:02:31,0,2019-04-16,16:02:31,Dinheiro,3.0,debito,elo
19162019-04-1917:35:22,395,2019-04-19,17:35:22,Cartão,6.2,debito,elo
19162019-04-2212:43:08,5481,2019-04-22,12:43:08,Cartão,4.5,voucher,vr
19162019-04-2315:27:09,0,2019-04-23,15:27:09,Dinheiro,5.05,credito,elo
19162019-04-2607:03:02,504,2019-04-26,07:03:02,Cartão,3.0,voucher,vr
19172019-04-0113:13:09,5158,2019-04-01,13:13:09,Cartão,3.75,debito,mastercard
19172019-04-0314:20:06,8374,2019-04-03,14:20:06,Cartão,6.0,voucher,alelo
19172019-04-0517:29:15,362,2019-04-05,17:29:15,Cartão,4.5,credito,visa
19172019-04-1616:24:11,0,2019-04-16,16:24:11,Dinheiro,3.1,voucher,vr
19172019-04-1719:17:39,0,2019-04-17,19:17:39,Dinheiro,4.4,voucher,alelo
19172019-04-1814:32:45,0,2019-04-18,14:32:45,Dinheiro,4.0,voucher,alelo
19172019-04-2412:04:42,0,2019-04-24,12:04:42,Dinheiro,19.75,debito,mastercard
19172019-04-2612:44:18,0,2019-04-26,12:44:18,Dinheiro,3.1,debito,visa
19172019-04-2709:34:36,0,2019-04-27,09:34:36,Dinheiro,2.5,credito,visa
19182019-04-0115:12:05,48,2019-04-01,15:12:05,Cartão,8.0,credito,mastercard
19182019-04-0218:55:23,8338,2019-04-02,18:55:23,Cartão,2.5,voucher,alelo
19182019-04-0507:46:19,5929,2019-04-05,07:46:19,Cartão,9.0,debito,mastercard
19182019-04-1511:55:04,0,2019-04-15,11:55:04,Dinheiro,7.65,credito,mastercard
19182019-04-1517:04:07,0,2019-04-15,17:04:07,Dinheiro,2.5,debito,visa
19182019-04-1816:09:50,0,2019-04-18,16:09:50,Dinheiro,3.5,credito,elo
19182019-04-1911:55:04,0,2019-04-19,11:55:04,Dinheiro,7.65,credito,elo
19182019-04-2419:54:41,8365,2019-04-24,19:54:41,Cartão,15.25,voucher,vr
19182019-04-2516:18:55,5719,2019-04-25,16:18:55,Cartão,8.3,credito,visa
19182019-04-2914:29:13,0,2019-04-29,14:29:13,Dinheiro,4.0,credito,visa
19192019-04-0109:21:08,5539,2019-04-01,09:21:08,Cartão,3.75,voucher,vr
19192019-04-0319:52:04,157,2019-04-03,19:52:04,Cartão,8.5,voucher,alelo
19192019-04-0610:29:01,8141,2019-04-06,10:29:01,Cartão,7.5,debito,visa
19192019-04-1513:02:39,8041,2019-04-15,13:02:39,Cartão,3.0,voucher,ticket
19192019-04-1618:57:54,0,2019-04-16,18:57:54,Dinheiro,7.0,debito,mastercard
19192019-04-1814:10:58,0,2019-04-18,14:10:58,Dinheiro,7.25,voucher,vr
19192019-04-2512:09:15,0,2019-04-25,12:09:15,Dinheiro,3.0,debito,elo
19192019-04-2513:46:57,0,2019-04-25,13:46:57,Dinheiro,7.0,voucher,vr
19192019-04-2612:19:59,0,2019-04-26,12:19:59,Dinheiro,6.0,voucher,sodexo
192019-04-0114:34:59,788,2019-04-01,14:34:59,Cartão,5.0,voucher,sodexo
192019-04-0219:46:07,8445,2019-04-02,19:46:07,Cartão,9.7,voucher,sodexo
192019-04-0508:34:56,5890,2019-04-05,08:34:56,Cartão,3.75,credito,mastercard
192019-04-0618:45:46,231,2019-04-06,18:45:46,Cartão,5.0,debito,mastercard
192019-04-0709:20:10,44,2019-04-07,09:20:10,Cartão,5.0,debito,visa
192019-04-0709:24:34,0,2019-04-07,09:24:34,Dinheiro,6.0,credito,visa
192019-04-0710:37:20,5286,2019-04-07,10:37:20,Cartão,7.0,voucher,alelo
192019-04-0808:21:01,413,2019-04-08,08:21:01,Cartão,14.1,debito,elo
192019-04-0808:22:50,5572,2019-04-08,08:22:50,Cartão,8.6,voucher,vr
192019-04-0808:23:51,0,2019-04-08,08:23:51,Dinheiro,3.0,credito,visa
192019-04-0908:52:58,0,2019-04-09,08:52:58,Dinheiro,2.5,debito,visa
192019-04-0910:25:29,0,2019-04-09,10:25:29,Dinheiro,8.0,credito,mastercard
192019-04-0910:51:00,0,2019-04-09,10:51:00,Dinheiro,3.0,voucher,vr
192019-04-1006:31:46,0,2019-04-10,06:31:46,Dinheiro,7.75,credito,visa
192019-04-1006:43:44,8285,2019-04-10,06:43:44,Cartão,25.95,debito,mastercard
192019-04-1008:41:56,0,2019-04-10,08:41:56,Dinheiro,7.5,credito,elo
192019-04-1108:26:05,754,2019-04-11,08:26:05,Cartão,30.45,debito,elo
192019-04-1109:27:29,0,2019-04-11,09:27:29,Dinheiro,3.75,voucher,sodexo
192019-04-1110:51:41,5485,2019-04-11,10:51:41,Cartão,7.0,credito,mastercard
192019-04-1208:49:12,48,2019-04-12,08:49:12,Cartão,3.5,credito,visa
192019-04-1209:26:13,0,2019-04-12,09:26:13,Dinheiro,25.55,voucher,ticket
192019-04-1210:28:40,0,2019-04-12,10:28:40,Dinheiro,5.0,debito,elo
192019-04-1308:18:55,8080,2019-04-13,08:18:55,Cartão,8.3,credito,elo
192019-04-1308:57:29,193,2019-04-13,08:57:29,Cartão,2.5,voucher,vr
192019-04-1310:48:46,0,2019-04-13,10:48:46,Dinheiro,5.0,credito,elo
192019-04-1409:00:37,0,2019-04-14,09:00:37,Dinheiro,2.5,debito,elo
192019-04-1409:08:17,396,2019-04-14,09:08:17,Cartão,11.45,debito,visa
192019-04-1410:08:38,5816,2019-04-14,10:08:38,Cartão,2.2,debito,elo
192019-04-1507:19:38,0,2019-04-15,07:19:38,Dinheiro,8.25,credito,visa
192019-04-1808:14:05,0,2019-04-18,08:14:05,Dinheiro,7.0,debito,visa
192019-04-1808:17:01,5304,2019-04-18,08:17:01,Cartão,5.85,voucher,alelo
192019-04-2008:24:13,0,2019-04-20,08:24:13,Dinheiro,6.75,credito,mastercard
192019-04-2107:12:00,5304,2019-04-21,07:12:00,Cartão,2.2,credito,mastercard
192019-04-2109:08:17,396,2019-04-21,09:08:17,Cartão,11.45,credito,mastercard
192019-04-2109:51:06,0,2019-04-21,09:51:06,Dinheiro,13.0,debito,mastercard
192019-04-2208:01:07,0,2019-04-22,08:01:07,Dinheiro,3.0,debito,mastercard
192019-04-2407:02:35,508,2019-04-24,07:02:35,Cartão,2.5,voucher,ticket
192019-04-2608:14:23,0,2019-04-26,08:14:23,Dinheiro,3.0,voucher,alelo
192019-04-2709:00:22,0,2019-04-27,09:00:22,Dinheiro,9.0,credito,elo
192019-04-2709:16:55,0,2019-04-27,09:16:55,Dinheiro,5.1,voucher,alelo
192019-04-2807:19:41,5085,2019-04-28,07:19:41,Cartão,4.25,debito,elo
192019-04-2917:53:28,0,2019-04-29,17:53:28,Dinheiro,6.0,voucher,sodexo
19202019-04-0112:50:15,652,2019-04-01,12:50:15,Cartão,4.5,voucher,sodexo
19202019-04-0118:47:48,8032,2019-04-01,18:47:48,Cartão,5.0,debito,mastercard
19202019-04-0608:05:43,5520,2019-04-06,08:05:43,Cartão,3.0,voucher,sodexo
19202019-04-1516:51:19,0,2019-04-15,16:51:19,Dinheiro,23.7,voucher,vr
19202019-04-1813:13:12,0,2019-04-18,13:13:12,Dinheiro,5.85,debito,elo
19202019-04-1912:21:38,0,2019-04-19,12:21:38,Dinheiro,8.25,credito,mastercard
19202019-04-1916:51:19,0,2019-04-19,16:51:19,Dinheiro,23.7,debito,visa
19202019-04-2217:51:09,5532,2019-04-22,17:51:09,Cartão,6.5,credito,elo
19202019-04-2613:47:37,0,2019-04-26,13:47:37,Dinheiro,9.0,debito,elo
19202019-04-2711:32:58,0,2019-04-27,11:32:58,Dinheiro,4.4,voucher,alelo
19212019-04-0213:23:36,683,2019-04-02,13:23:36,Cartão,3.5,debito,mastercard
19212019-04-0309:50:02,5425,2019-04-03,09:50:02,Cartão,6.0,voucher,alelo
19212019-04-0616:14:25,8048,2019-04-06,16:14:25,Cartão,2.5,voucher,vr
19212019-04-1613:02:50,0,2019-04-16,13:02:50,Dinheiro,5.0,debito,elo
19212019-04-1711:58:44,0,2019-04-17,11:58:44,Dinheiro,6.2,voucher,ticket
19212019-04-1716:50:12,0,2019-04-17,16:50:12,Dinheiro,10.1,debito,visa
19212019-04-2419:28:47,8392,2019-04-24,19:28:47,Cartão,6.85,voucher,alelo
19212019-04-2517:17:09,0,2019-04-25,17:17:09,Dinheiro,12.05,voucher,ticket
19212019-04-2614:22:21,0,2019-04-26,14:22:21,Dinheiro,3.5,debito,elo
1922019-04-0318:34:44,8175,2019-04-03,18:34:44,Cartão,7.5,voucher,sodexo
1922019-04-0511:07:47,194,2019-04-05,11:07:47,Cartão,4.25,voucher,alelo
